id	parent_id	scientific_name	rank	extinct	english_label	wikidata_id	wikipedia_url	source_id
5TWBH	BJ7YT	Alampyris mimetica	species	false	Alampyris mimetica	Q14846605	https://en.wikipedia.org/wiki/Alampyris_mimetica	1032
5TWC	JDS	Mitu	genus	false				2144
5TWMH	8KV3F	Allocota viridipennis	species	false	Allocota viridipennis	Q1997202	https://en.wikipedia.org/wiki/Allocota_viridipennis	1146
5TWMR	8ZZF4	Allodemis dionysia	species	false	Allodemis dionysia	Q13261697	https://en.wikipedia.org/wiki/Allodemis_dionysia	219318
5TWN4	S97	Allocricetulus curtatus	species	false	Mongolian hamster	Q1637529	https://en.wikipedia.org/wiki/Mongolian_hamster	2144
5TWXH	S6C	Allobates caeruleodactylus	species	false	Allobates caeruleodactylus	Q1343414	https://en.wikipedia.org/wiki/Allobates_caeruleodactylus	2144
5TWXL	S6C	Allobates fratisenescus	species	false	Allobates fratisenescus	Q4682049	https://en.wikipedia.org/wiki/Allobates_fratisenescus	2144
5TWXM	S6C	Allobates hodli	species	false	Allobates hodli	Q2838421	https://en.wikipedia.org/wiki/Allobates_hodli	2144
5TWXN	S6C	Allobates chalcopis	species	false	Colostethus chalcopis	Q1343441	https://en.wikipedia.org/wiki/Allobates_chalcopis	2144
5TWYS	S6C	Allobates kingsburyi	species	false	Colostethus kingsburyi	Q2838446	https://en.wikipedia.org/wiki/Allobates_kingsburyi	2144
5TWZ4	S6C	Allobates magnussoni	species	false	Allobates magnussoni	Q18611903	https://en.wikipedia.org/wiki/Allobates_magnussoni	2144
5TX9K	S6C	Allobates algorei	species	false	Allobates algorei	Q2838391	https://en.wikipedia.org/wiki/Allobates_algorei	2144
5TX9L	S6C	Allobates fuscellus	species	false	Allobates fuscellus	Q4672108	https://en.wikipedia.org/wiki/Allobates_fuscellus	2144
5TX9M	S6C	Allobates humilis	species	false	Allobates humilis	Q4672373	https://en.wikipedia.org/wiki/Allobates_humilis	2144
5TX9N	S6C	Allobates conspicuus	species	false	Allobates conspicuus	Q2838399	https://en.wikipedia.org/wiki/Allobates_conspicuus	2144
5TXFM	T32	Alucita pliginskii	species	false	Alucita pliginskii	Q4737256	https://en.wikipedia.org/wiki/Alucita_pliginskii	2207
5TXFP	T32	Alucita photaula	species	false	Alucita photaula	Q4737255	https://en.wikipedia.org/wiki/Alucita_photaula	2207
5TXFT	T32	Alucita zumkehri	species	false	Alucita zumkehri	Q4737303	https://en.wikipedia.org/wiki/Alucita_zumkehri	2207
5TXG2	628TB	Alurnus horni	species	false	Alurnus horni	Q2688576	https://en.wikipedia.org/wiki/Alurnus_horni	2144
5TXG4	T32	Alucita sertifera	species	false	Alucita sertifera	Q4737278	https://en.wikipedia.org/wiki/Alucita_sertifera	2207
5TXG7	7NNR4	Alvania akibai	species	false	Alvania akibai	Q61693187	https://en.wikipedia.org/wiki/Alvania_akibai	1130
5TXGC	T32	Alucita palodactyla	species	false	Alucita palodactyla	Q4737245	https://en.wikipedia.org/wiki/Alucita_palodactyla	2207
5TXGH	T32	Alucita papuaensis	species	false	Alucita papuaensis	Q4737248	https://en.wikipedia.org/wiki/Alucita_papuaensis	2207
5TXGK	T32	Alucita phanerarcha	species	false	Alucita phanerarcha	Q4737253	https://en.wikipedia.org/wiki/Alucita_phanerarcha	2207
5TXGL	T32	Alucita pectinata	species	false	Alucita pectinata	Q4737250	https://en.wikipedia.org/wiki/Alucita_pectinata	2207
5TXGT	7NNR4	Alvania distincta	species	false	Alvania distincta	Q61696433	https://en.wikipedia.org/wiki/Alvania_distincta	1130
5TXGV	7NNR4	Alvania subventricosa	species	false	Alvania subventricosa	Q61696430	https://en.wikipedia.org/wiki/Alvania_subventricosa	1130
5TXH3	7NNR4	Alvania inflata	species	false	Alvania inflata	Q61696434	https://en.wikipedia.org/wiki/Alvania_inflata	1130
5TXK5	628TF	Alysson guignardi	species	false	Alysson guignardi	Q55135046	https://en.wikipedia.org/wiki/Alysson_guignardi	2144
5TXLQ	T5J	Alytes cisternasii	species	false	Iberian midwife toad	Q927501	https://en.wikipedia.org/wiki/Iberian_midwife_toad	2144
5TXM8	T6W	Amalocichla sclateriana	species	false	Greater Ground Robin	Q2667667	https://en.wikipedia.org/wiki/Greater_ground_robin	2144
5TXV2	T32	Alucita agapeta	species	false	Alucita agapeta	Q4737127	https://en.wikipedia.org/wiki/Alucita_agapeta	2207
5TXV4	T32	Alucita acalles	species	false	Alucita acalles	Q4737117	https://en.wikipedia.org/wiki/Alucita_acalles	2207
5TXV5	T32	Alucita balioxantha	species	false	Alucita balioxantha	Q4737140	https://en.wikipedia.org/wiki/Alucita_balioxantha	2207
5TXV8	T32	Alucita atomoclasta	species	false	Alucita atomoclasta	Q4737137	https://en.wikipedia.org/wiki/Alucita_atomoclasta	2207
5TXV9	T32	Alucita bulgaria	species	false	Alucita bulgaria	Q4737146	https://en.wikipedia.org/wiki/Alucita_bulgaria	2207
5TXVB	T32	Alucita mesolychna	species	false	Alucita mesolychna	Q4737219	https://en.wikipedia.org/wiki/Alucita_mesolychna	2207
5TXVG	T32	Alucita microscopica	species	false	Alucita microscopica	Q4737224	https://en.wikipedia.org/wiki/Alucita_microscopica	2207
5TXVP	T32	Alucita cymographa	species	false	Alucita cymographa	Q4737161	https://en.wikipedia.org/wiki/Alucita_cymographa	2207
5TXVQ	T32	Alucita flavofascia	species	false	Alucita flavofascia	Q4737179	https://en.wikipedia.org/wiki/Alucita_flavofascia	2207
5TXVW	T32	Alucita hypocosma	species	false	Alucita hypocosma	Q4737192	https://en.wikipedia.org/wiki/Alucita_hypocosma	2207
5TXVX	T32	Alucita ischalea	species	false	Alucita ischalea	Q4737197	https://en.wikipedia.org/wiki/Alucita_ischalea	2207
5TXW2	T32	Alucita fletcheriana	species	false	Alucita fletcheriana	Q4737184	https://en.wikipedia.org/wiki/Alucita_fletcheriana	2207
5TXW6	T32	Alucita karadagica	species	false	Alucita karadagica	Q4737204	https://en.wikipedia.org/wiki/Alucita_karadagica	2207
5TXW8	T32	Alucita iberica	species	false	Alucita iberica	Q4737194	https://en.wikipedia.org/wiki/Alucita_iberica	2207
5TXXZ	8KV47	Altagonum postsulcatum	species	false	Altagonum postsulcatum	Q4736069	https://en.wikipedia.org/wiki/Altagonum_postsulcatum	1146
5TY6C	T32	Alucita certifica	species	false	Alucita certifica	Q4737154	https://en.wikipedia.org/wiki/Alucita_certifica	2207
5TY6F	T32	Alucita chloracta	species	false	Alucita chloracta	Q4737155	https://en.wikipedia.org/wiki/Alucita_chloracta	2207
5TY6H	T32	Alucita cyanophanes	species	false	Alucita cyanophanes	Q4737157	https://en.wikipedia.org/wiki/Alucita_cyanophanes	2207
5TY6P	T32	Alucita adriendenisi	species	false	Alucita adriendenisi	Q4737121	https://en.wikipedia.org/wiki/Alucita_adriendenisi	2207
5TY6S	T32	Alucita acalyptra	species	false	Alucita acalyptra	Q4737120	https://en.wikipedia.org/wiki/Alucita_acalyptra	2207
5TY6T	T32	Alucita beinongdai	species	false	Alucita beinongdai	Q4737138	https://en.wikipedia.org/wiki/Alucita_beinongdai	2207
5TY6V	T32	Alucita anticoma	species	false	Alucita anticoma	Q4737129	https://en.wikipedia.org/wiki/Alucita_anticoma	2207
5TY6X	T32	Alucita butleri	species	false	Alucita butleri	Q4737150	https://en.wikipedia.org/wiki/Alucita_butleri	2207
5TY6Z	T32	Alucita brunnea	species	false	Alucita brunnea	Q4737143	https://en.wikipedia.org/wiki/Alucita_brunnea	2207
5TY77	T32	Alucita aramsolkiensis	species	false	Alucita aramsolkiensis	Q4737130	https://en.wikipedia.org/wiki/Alucita_aramsolkiensis	2207
5TY7C	T32	Alucita manneringi	species	false	Alucita manneringi	Q4737217	https://en.wikipedia.org/wiki/Alucita_manneringi	2207
5TY7D	T32	Alucita megaphimus	species	false	Alucita megaphimus	Q4737221	https://en.wikipedia.org/wiki/Alucita_megaphimus	2207
5TY7F	T32	Alucita nannodactyla	species	false	Alucita nannodactyla	Q4737234	https://en.wikipedia.org/wiki/Alucita_nannodactyla	2207
5TY7H	T32	Alucita montigena	species	false	Alucita montigena	Q4737226	https://en.wikipedia.org/wiki/Alucita_montigena	2207
5TY7J	T32	Alucita ochraspis	species	false	Alucita ochraspis	Q4737238	https://en.wikipedia.org/wiki/Alucita_ochraspis	2207
5TY7M	T32	Alucita dejongi	species	false	Alucita dejongi	Q4737165	https://en.wikipedia.org/wiki/Alucita_dejongi	2207
5TY7N	T32	Alucita dohertyi	species	false	Alucita dohertyi	Q4737170	https://en.wikipedia.org/wiki/Alucita_dohertyi	2207
5TY7P	T32	Alucita danunciae	species	false	Alucita danunciae	Q4737162	https://en.wikipedia.org/wiki/Alucita_danunciae	2207
5TY7R	T32	Alucita habrophila	species	false	Alucita habrophila	Q4737188	https://en.wikipedia.org/wiki/Alucita_habrophila	2207
5TY7T	T32	Alucita eurynephela	species	false	Alucita eurynephela	Q4737176	https://en.wikipedia.org/wiki/Alucita_eurynephela	2207
5TY7Z	T32	Alucita lyristis	species	false	Alucita lyristis	Q4737211	https://en.wikipedia.org/wiki/Alucita_lyristis	2207
5TY82	T32	Alucita flaviserta	species	false	Alucita flaviserta	Q4737181	https://en.wikipedia.org/wiki/Alucita_flaviserta	2207
5TY83	T32	Alucita grammodactyla	species	false	Alucita grammodactyla	Q1472244	https://en.wikipedia.org/wiki/Alucita_grammodactyla	2207
5TY84	T32	Alucita ectomesa	species	false	Alucita ectomesa	Q4737172	https://en.wikipedia.org/wiki/Alucita_ectomesa	2207
5TY86	T32	Alucita kazachstanica	species	false	Alucita kazachstanica	Q4737205	https://en.wikipedia.org/wiki/Alucita_kazachstanica	2207
5TY87	T32	Alucita lalannei	species	false	Alucita lalannei	Q4737209	https://en.wikipedia.org/wiki/Alucita_lalannei	2207
5TY88	T32	Alucita huebneri	species	false	Alucita huebneri	Q4737191	https://en.wikipedia.org/wiki/Alucita_huebneri	2207
5TY9Z	8KV47	Altagonum sedlaceki	species	false	Altagonum sedlaceki	Q4736073	https://en.wikipedia.org/wiki/Altagonum_sedlaceki	1146
5TYH9	SXN	Alsodes cantillanensis	species	false	Alsodes cantillanensis	Q19120613	https://en.wikipedia.org/wiki/Alsodes_cantillanensis	2144
5TYHX	T8Y	Amarinus lacustris	species	false	Amarinus lacustris	Q3933635	https://en.wikipedia.org/wiki/Amarinus_lacustris	1108
5TYPD	TBQ	Amaurornis isabellina	species	false	Isabelline Bush-hen	Q1259421	https://en.wikipedia.org/wiki/Isabelline_bush-hen	2144
5TYRY	BJ82J	Amannus vittiger	species	false	Amannus vittiger	Q4739904	https://en.wikipedia.org/wiki/Amannus_vittiger	1032
5TYTF	BJ8K4	Amapanesia exotica	species	false	Amapanesia exotica	Q14846224	https://en.wikipedia.org/wiki/Amapanesia_exotica	1032
5TZJP	TH2	Amblyomma integrum	species	false	Amblyomma integrum	Q10407795	https://en.wikipedia.org/wiki/Amblyomma_integrum	1030
5TZK4	TH2	Amblyomma rhinocerotis	species	false	Amblyomma rhinocerotis	Q10407829	https://en.wikipedia.org/wiki/Amblyomma_rhinocerotis	1030
5TZK9	THC	Amblyopone clarki	species	false	Amblyopone clarki	Q3913686	https://en.wikipedia.org/wiki/Amblyopone_clarki	54937
5TZMZ	TJV	Amblyseius abbasovae	species	false	Amblyseius abbasovae	Q6478718	https://en.wikipedia.org/wiki/Amblyseius_abbasovae	1070
5TZNC	TJ8	Amblyptilia zhdankoi	species	false	Amblyptilia zhdankoi	Q4741618	https://en.wikipedia.org/wiki/Amblyptilia_zhdankoi	1199
5TZNF	TJ8	Amblyptilia iriana	species	false	Amblyptilia iriana	Q4741605	https://en.wikipedia.org/wiki/Amblyptilia_iriana	1199
5TZNT	TJV	Amblyseius humilis	species	false	Amblyseius humilis	Q6478310	https://en.wikipedia.org/wiki/Amblyseius_humilis	1070
5TZNV	TJV	Amblyseius euterpes	species	false	Amblyseius euterpes	Q6477426	https://en.wikipedia.org/wiki/Amblyseius_euterpes	1070
5TZNW	TJV	Amblyseius magnoliae	species	false	Amblyseius magnoliae	Q10130252	https://en.wikipedia.org/wiki/Amblyseius_magnoliae	1070
5TZNX	TJV	Amblyseius martus	species	false	Amblyseius martus	Q6477676	https://en.wikipedia.org/wiki/Amblyseius_martus	1070
5TZNY	TJV	Amblyseius isuki	species	false	Amblyseius isuki	Q6477935	https://en.wikipedia.org/wiki/Amblyseius_isuki	1070
5TZNZ	TJV	Amblyseius largoensis	species	false	Amblyseius largoensis	Q6477627	https://en.wikipedia.org/wiki/Amblyseius_largoensis	1070
5TZP2	TJV	Amblyseius deductus	species	false	Amblyseius deductus	Q6478490	https://en.wikipedia.org/wiki/Amblyseius_deductus	1070
5TZP3	TJV	Amblyseius bidibidi	species	false	Amblyseius bidibidi	Q6479361	https://en.wikipedia.org/wiki/Amblyseius_bidibidi	1070
5TZP4	TJV	Amblyseius channabasavannai	species	false	Amblyseius channabasavannai	Q6478932	https://en.wikipedia.org/wiki/Amblyseius_channabasavannai	1070
5TZP7	TJV	Amblyseius similoides	species	false	Amblyseius similoides	Q6476872	https://en.wikipedia.org/wiki/Amblyseius_similoides	1070
5TZPG	TJV	Amblyseius mazatlanus	species	false	Amblyseius mazatlanus	Q6477334	https://en.wikipedia.org/wiki/Amblyseius_mazatlanus	1070
5TZPH	TJV	Amblyseius megaporos	species	false	Amblyseius megaporos	Q6477637	https://en.wikipedia.org/wiki/Amblyseius_megaporos	1070
5TZPJ	TJV	Amblyseius multidentatus	species	false	Amblyseius multidentatus	Q6477343	https://en.wikipedia.org/wiki/Amblyseius_multidentatus	1070
5TZPK	TJV	Amblyseius microorientalis	species	false	Amblyseius microorientalis	Q6477511	https://en.wikipedia.org/wiki/Amblyseius_microorientalis	1070
5TZPL	TJV	Amblyseius modestus	species	false	Amblyseius modestus	Q6477754	https://en.wikipedia.org/wiki/Amblyseius_modestus	1070
5TZPM	TJV	Amblyseius nahatius	species	false	Amblyseius nahatius	Q6478036	https://en.wikipedia.org/wiki/Amblyseius_nahatius	1070
5TZPQ	TJV	Amblyseius neofijiensis	species	false	Amblyseius neofijiensis	Q6478115	https://en.wikipedia.org/wiki/Amblyseius_neofijiensis	1070
5TZPT	TJV	Amblyseius neobernhardi	species	false	Amblyseius neobernhardi	Q10129645	https://en.wikipedia.org/wiki/Amblyseius_neobernhardi	1070
5TZQ2	TJV	Amblyseius neofirmus	species	false	Amblyseius neofirmus	Q6477067	https://en.wikipedia.org/wiki/Amblyseius_neofirmus	1070
5TZQ4	TJV	Amblyseius nemorivagus	species	false	Amblyseius nemorivagus	Q6478001	https://en.wikipedia.org/wiki/Amblyseius_nemorivagus	1070
5TZQ5	TJV	Amblyseius neochiapensis	species	false	Amblyseius neochiapensis	Q6478122	https://en.wikipedia.org/wiki/Amblyseius_neochiapensis	1070
5TZQC	8NLSF	Amblytropidia mysteca	species	false	Amblytropidia mysteca	Q11841035	https://en.wikipedia.org/wiki/Amblytropidia_mysteca	1021
5TZR6	TK9	Amblyteles armatorius	species	false	Amblyteles armatorius	Q2523150	https://en.wikipedia.org/wiki/Amblyteles_armatorius	1068
5TZR9	BJ5W5	Ambonus albomaculatus	species	false	Ambonus albomaculatus	Q14846268	https://en.wikipedia.org/wiki/Ambonus_albomaculatus	1032
5TZRX	TC4	Amazona albifrons	species	false	White-fronted Parrot	Q583429	https://en.wikipedia.org/wiki/White-fronted_amazon	2144
5TZS9	TC4	Amazona amazonica	species	false	orange-winged amazon	Q586803	https://en.wikipedia.org/wiki/Orange-winged_amazon	2144
5TZSB	TC4	Amazona autumnalis	species	false	Red-lored Amazon	Q922333	https://en.wikipedia.org/wiki/Red-lored_amazon	2144
5TZSC	TC4	Amazona brasiliensis	species	false	Red-tailed Amazon	Q906508	https://en.wikipedia.org/wiki/Red-tailed_amazon	2144
5TZSD	TC4	Amazona finschi	species	false	Lilac-crowned Amazon	Q882929	https://en.wikipedia.org/wiki/Lilac-crowned_amazon	2144
5TZSF	TC4	Amazona diadema	species	false	Amazona diadema	Q2841439	https://en.wikipedia.org/wiki/Diademed_amazon	2144
5TZSG	TC4	Amazona farinosa	species	false	Southern Mealy Amazon	Q927429	https://en.wikipedia.org/wiki/Mealy_amazon	2144
5TZSV	TBT	Amaurospiza aequatorialis	species	false	Ecuadorian Seedeater	Q20801648	https://en.wikipedia.org/wiki/Ecuadorian_seedeater	2144
5TZTJ	TC4	Amazona leucocephala	species	false	Cuban Amazon	Q588594	https://en.wikipedia.org/wiki/Cuban_amazon	2144
5TZTL	TC4	Amazona imperialis	species	false	Imperial Amazon	Q1165844	https://en.wikipedia.org/wiki/Imperial_amazon	2144
5TZTP	TC4	Amazona viridigenalis	species	false	Red-crowned Parrot	Q921332	https://en.wikipedia.org/wiki/Red-crowned_amazon	2144
5TZWM	TF3	Amblonoxia fieldi	species	false	Amblonoxia fieldi	Q14908955	https://en.wikipedia.org/wiki/Amblonoxia_fieldi	1027
5TZWR	TF3	Amblonoxia palpalis	species	false	Amblonoxia palpalis	Q14908957	https://en.wikipedia.org/wiki/Amblonoxia_palpalis	1027
5TZY3	7NP5G	Amblychilepas omicron	species	false	Amblychilepas omicron	Q13311496	https://en.wikipedia.org/wiki/Amblychilepas_omicron	1130
5TZYW	BJ82P	Amblymora bivittata	species	false	Amblymora bivittata	Q14846240	https://en.wikipedia.org/wiki/Amblymora_bivittata	1032
5TZZ8	BJ82P	Amblymora demarzi	species	false	Amblymora demarzi	Q25095034	https://en.wikipedia.org/wiki/Amblymora_demarzi	1032
5TZZW	TH2	Amblyomma albopictum	species	false	Amblyomma albopictum	Q4033881	https://en.wikipedia.org/wiki/Amblyomma_albopictum	1030
5TZZX	TH2	Amblyomma americanum	species	false	Amblyomma americanum	Q1948607	https://en.wikipedia.org/wiki/Amblyomma_americanum	1030
5V25Q	62BDW	Anilany helenae	species	false	Anilany helenae	Q28005157	https://en.wikipedia.org/wiki/Anilany_helenae	2144
5V27R	62BF2	Anillomyrma decamera	species	false	Anillomyrma decamera	Q13373433	https://en.wikipedia.org/wiki/Anillomyrma_decamera	54937
5V27Z	8KV4T	Anillinus depressus	species	false	Anillinus depressus	Q47464642	https://en.wikipedia.org/wiki/Anillinus_depressus	1146
5V287	8KV4T	Anillinus balli	species	false	Anillinus balli	Q13373362	https://en.wikipedia.org/wiki/Anillinus_balli	1146
5V288	8KV4T	Anillinus cherokee	species	false	Anillinus cherokee	Q13373376	https://en.wikipedia.org/wiki/Anillinus_cherokee	1146
5V28F	8KV4T	Anillinus fortis	species	false	Anillinus fortis	Q13373396	https://en.wikipedia.org/wiki/Anillinus_fortis	1146
5V296	92235	Animomyia minuta	species	false	Animomyia minuta	Q13373466	https://en.wikipedia.org/wiki/Animomyia_minuta	185410
5V2B5	W9D	Anhinga melanogaster	species	false	Oriental Darter	Q282242	https://en.wikipedia.org/wiki/Oriental_darter	2144
5V2BN	84LF5	Anheteromeyenia argyrosperma	species	false	Anheteromeyenia argyrosperma	Q2925735	https://en.wikipedia.org/wiki/Anheteromeyenia_argyrosperma	1044
5V2CH	W9J	Anhydrophryne hewitti	species	false	Anhydrophryne hewitti	Q28034708	https://en.wikipedia.org/wiki/Hewitt%27s_moss_frog	2144
5V2CK	8KV7G	Aniara sepulchralis	species	false	Aniara sepulchralis	Q4764439	https://en.wikipedia.org/wiki/Aniara_sepulcralis	1146
5V2PY	8ZZYY	Anectropis fumigata	species	false	Anectropis fumigata	Q4761566	https://en.wikipedia.org/wiki/Anectropis_fumigata	185410
5V2Q9	BJ85L	Aneflus paracalvatus	species	false	Aneflus paracalvatus	Q14724288	https://en.wikipedia.org/wiki/Aneflus_paracalvatus	1032
5V2QW	BJ6L6	Anelaphus hirtus	species	false	Anelaphus hirtus	Q14724795	https://en.wikipedia.org/wiki/Anelaphus_hirtus	1032
5V2RJ	VZF	Anepsiozomus sobrinus	species	false	Anepsiozomus sobrinus	Q10411648	https://en.wikipedia.org/wiki/Anepsiozomus_sobrinus	2144
5V2SX	W2M	Aneuretus simoni	species	false	Sri Lankan relict ant	Q308872	https://en.wikipedia.org/wiki/Sri_Lankan_relict_ant	54937
5V2TB	7NP4D	Angaria tyria	species	false	Angaria tyria	Q4761973	https://en.wikipedia.org/wiki/Angaria_tyria	1130
5V2WH	BJ624	Anisopodus nigripes	species	false	Anisopodus nigripes	Q4765433	https://en.wikipedia.org/wiki/Anisopodus_nigripes	1032
5V2WV	BJ624	Anisopodus arachnoides	species	false	Anisopodus arachnoides	Q4765405	https://en.wikipedia.org/wiki/Anisopodus_arachnoides	1032
5V2WW	BJ624	Anisopodus callistus	species	false	Anisopodus callistus	Q4765409	https://en.wikipedia.org/wiki/Anisopodus_callistus	1032
5V2XB	BJ624	Anisopodus cognatus	species	false	Anisopodus cognatus	Q4765410	https://en.wikipedia.org/wiki/Anisopodus_cognatus	1032
5V2XC	BJ624	Anisopodus haliki	species	false	Anisopodus haliki	Q4765421	https://en.wikipedia.org/wiki/Anisopodus_haliki	1032
5V2XD	BJ624	Anisopodus ligneus	species	false	Anisopodus ligneus	Q4765426	https://en.wikipedia.org/wiki/Anisopodus_ligneus	1032
5V2XF	BJ624	Anisopodus curvipes	species	false	Anisopodus curvipes	Q4765415	https://en.wikipedia.org/wiki/Anisopodus_curvipes	1032
5V329	BJ85L	Aneflus poriferus	species	false	Aneflus poriferus	Q14724270	https://en.wikipedia.org/wiki/Aneflus_poriferus	1032
5V38L	BJ624	Anisopodus phalangodes	species	false	Anisopodus phalangodes	Q4765434	https://en.wikipedia.org/wiki/Anisopodus_phalangodes	1032
5V398	BJ624	Anisopodus brevis	species	false	Anisopodus brevis	Q4765408	https://en.wikipedia.org/wiki/Anisopodus_brevis	1032
5V39B	BJ624	Anisopodus consimilis	species	false	Anisopodus consimilis	Q4765411	https://en.wikipedia.org/wiki/Anisopodus_consimilis	1032
5V39C	BJ624	Anisopodus hamaticollis	species	false	Anisopodus hamaticollis	Q4765422	https://en.wikipedia.org/wiki/Anisopodus_hamaticollis	1032
5V39D	BJ624	Anisopodus lignicola	species	false	Anisopodus lignicola	Q4765427	https://en.wikipedia.org/wiki/Anisopodus_lignicola	1032
5V39F	BJ624	Anisopodus degener	species	false	Anisopodus degener	Q4765416	https://en.wikipedia.org/wiki/Anisopodus_degener	1032
5V3BK	8NLVN	Anisomorpha ferruginea	species	false	Anisomorpha ferruginea	Q10412139	https://en.wikipedia.org/wiki/Anisomorpha_ferruginea	1050
5V3BX	WF5	Anisonyx alticola	species	false	Anisonyx alticola	Q14911251	https://en.wikipedia.org/wiki/Anisonyx_alticola	1027
5V3BY	WF5	Anisonyx elizabethae	species	false	Anisonyx elizabethae	Q14911268	https://en.wikipedia.org/wiki/Anisonyx_elizabethae	1027
5V3C9	WF5	Anisonyx andreaei	species	false	Anisonyx andreaei	Q14911244	https://en.wikipedia.org/wiki/Anisonyx_andreaei	1027
5V3DC	WF5	Anisonyx lepidotus	species	false	Anisonyx lepidotus	Q14911265	https://en.wikipedia.org/wiki/Anisonyx_lepidotus	1027
5V3DF	WF5	Anisonyx nigerrimus	species	false	Anisonyx nigerrimus	Q14911237	https://en.wikipedia.org/wiki/Anisonyx_nigerrimus	1027
5V3DG	WF5	Anisonyx phillipsi	species	false	Anisonyx phillipsi	Q14911246	https://en.wikipedia.org/wiki/Anisonyx_phillipsi	1027
5V3DH	WF5	Anisonyx militaris	species	false	Anisonyx militaris	Q14911240	https://en.wikipedia.org/wiki/Anisonyx_militaris	1027
5V3DJ	WF5	Anisonyx smaragdinus	species	false	Anisonyx smaragdinus	Q14911264	https://en.wikipedia.org/wiki/Anisonyx_smaragdinus	1027
5V3DK	WF5	Anisonyx ursus	species	false	Anisonyx ursus	Q14911238	https://en.wikipedia.org/wiki/Anisonyx_ursus	1027
5V3DL	WF5	Anisonyx pseudomilitaris	species	false	Anisonyx pseudomilitaris	Q14911241	https://en.wikipedia.org/wiki/Anisonyx_pseudomilitaris	1027
5V3DM	WF5	Anisonyx sesuto	species	false	Anisonyx sesuto	Q14911262	https://en.wikipedia.org/wiki/Anisonyx_sesuto	1027
5V3FJ	WFG	Anisopholis clypeata	species	false	Anisopholis clypeata	Q14869704	https://en.wikipedia.org/wiki/Anisopholis_clypeata	1027
5V3HB	WDV	Anisognathus somptuosus	species	false	Blue-winged Mountain Tanager	Q730464	https://en.wikipedia.org/wiki/Blue-winged_mountain_tanager	2144
5V3HD	WDV	Anisognathus lacrymosus	species	false	Lacrimose Mountain Tanager	Q2630955	https://en.wikipedia.org/wiki/Lacrimose_mountain_tanager	2144
5V3LD	62BFZ	Anisolophia glauca	species	false	Anisolophia glauca	Q4765365	https://en.wikipedia.org/wiki/Anisolophia_glauca	1032
5V3PM	WC5	Anisentomon magnispinosum	species	false	Anisentomon magnispinosum	Q10411984	https://en.wikipedia.org/wiki/Anisentomon_magnispinosum	2144
5V3VC	WD9	Anisodera lucidiventris	species	false	Anisodera lucidiventris	Q2490527	https://en.wikipedia.org/wiki/Anisodera_lucidiventris	2144
5V3XQ	WNN	Anochetus ghilianii	species	false	Anochetus ghilianii	Q3687759	https://en.wikipedia.org/wiki/Anochetus_ghilianii	54937
5V3XW	BJ86C	Anobrium oberthueri	species	false	Anobrium oberthueri	Q33296094	https://en.wikipedia.org/wiki/Anobrium_oberthueri	1032
5V3Y4	WNN	Anochetus pangens	species	false	Anochetus pangens	Q3690740	https://en.wikipedia.org/wiki/Anochetus_pangens	54937
5V3Y5	WNN	Anochetus longifossatus	species	false	Anochetus longifossatus	Q3688033	https://en.wikipedia.org/wiki/Anochetus_longifossatus	54937
5V3ZF	WNN	Anochetus yerburyi	species	false	Anochetus yerburyi	Q3688275	https://en.wikipedia.org/wiki/Anochetus_yerburyi	54937
5V46C	WD9	Anisodera sculpticollis	species	false	Anisodera sculpticollis	Q928145	https://en.wikipedia.org/wiki/Anisodera_sculpticollis	2144
5V46D	WD9	Anisodera sinuata	species	false	Anisodera sinuata	Q1960324	https://en.wikipedia.org/wiki/Anisodera_sinuata	2144
5V46F	WD9	Anisodera propinqua	species	false	Anisodera propinqua	Q2492738	https://en.wikipedia.org/wiki/Anisodera_propinqua	2144
5V46G	WD9	Anisodera wegneri	species	false	Anisodera wegneri	Q2092791	https://en.wikipedia.org/wiki/Anisodera_wegneri	2144
5V46J	WD9	Anisodera suturella	species	false	Anisodera suturella	Q2212234	https://en.wikipedia.org/wiki/Anisodera_suturella	2144
5V46X	WD9	Anisodera candezei	species	false	Anisodera candezei	Q2685508	https://en.wikipedia.org/wiki/Anisodera_candezei	2144
5V479	WD9	Anisodera carinifera	species	false	Anisodera carinifera	Q2379830	https://en.wikipedia.org/wiki/Anisodera_carinifera	2144
5V47B	WD9	Anisodera fraterna	species	false	Anisodera fraterna	Q2687576	https://en.wikipedia.org/wiki/Anisodera_fraterna	2144
5V49K	WNN	Anochetus consultans	species	false	Anochetus consultans	Q3688562	https://en.wikipedia.org/wiki/Anochetus_consultans	54937
5V49S	WNN	Anochetus paripungens	species	false	Anochetus paripungens	Q3687616	https://en.wikipedia.org/wiki/Anochetus_paripungens	54937
5V4G2	7NQ2W	Annulobalcis pellucida	species	false	Annulobalcis pellucida	Q4769743	https://en.wikipedia.org/wiki/Annulobalcis_pellucida	1130
5V4JR	WJW	Ankothrips yuccae	species	false	Ankothrips yuccae	Q10412262	https://en.wikipedia.org/wiki/Ankothrips_yuccae	1203
5V4KY	BJ869	Annamanum indicum	species	false	Annamanum indicum	Q14845370	https://en.wikipedia.org/wiki/Annamanum_indicum	1032
5V4KZ	BJ869	Annamanum cardoni	species	false	Annamanum cardoni	Q14845365	https://en.wikipedia.org/wiki/Annamanum_cardoni	1032
