id	parent_id	scientific_name	rank	extinct	english_label	wikidata_id	wikipedia_url	source_id
3223	8S2J8	Archeohomaloplia	genus	false				1027
322DL	3WSS	Cryptoscenea australiensis	species	false	Cryptoscenea australiensis	Q2360085	https://en.wikipedia.org/wiki/Cryptoscenea_australiensis	1055
322KX	3WT8	Cryptospiza jacksoni	species	false	Cryptospiza jacksoni	Q582282	https://en.wikipedia.org/wiki/Dusky_crimsonwing	2144
322KY	3WT8	Cryptospiza reichenovii	species	false	Cryptospiza reichenovii	Q1077291	https://en.wikipedia.org/wiki/Red-faced_crimsonwing	2144
322KZ	3WT8	Cryptospiza salvadorii	species	false	Cryptospiza salvadorii	Q1034934	https://en.wikipedia.org/wiki/Abyssinian_crimsonwing	2144
322L2	3WT8	Cryptospiza shelleyi	species	false	Cryptospiza shelleyi	Q930263	https://en.wikipedia.org/wiki/Shelley%27s_crimsonwing	2144
322XC	3WTZ	Cryptosylvicola randrianasoloi	species	false	Cryptic Warbler	Q1588019	https://en.wikipedia.org/wiki/Cryptic_warbler	2144
323B3	62Q9W	Cryptotis brachyonyx	species	false	Eastern Cordillera small-footed shrew	Q1769553	https://en.wikipedia.org/wiki/Eastern_Cordillera_small-footed_shrew	2144
323B6	62Q9W	Cryptotis endersi	species	false	Enders's small-eared shrew	Q307023	https://en.wikipedia.org/wiki/Enders%27s_small-eared_shrew	2144
323B7	62Q9W	Cryptotis equatoris	species	false	Ecuadorian small-eared shrew	Q1765151	https://en.wikipedia.org/wiki/Ecuadorian_small-eared_shrew	2144
323B8	62Q9W	Cryptotis goldmani	species	false	Goldman's broad-clawed shrew	Q1765218	https://en.wikipedia.org/wiki/Goldman%27s_broad-clawed_shrew	2144
323B9	62Q9W	Cryptotis goodwini	species	false	Goodwin's broad-clawed shrew	Q1762818	https://en.wikipedia.org/wiki/Goodwin%27s_broad-clawed_shrew	2144
323BB	62Q9W	Cryptotis griseoventris	species	false	Guatemalan broad-clawed shrew	Q1768220	https://en.wikipedia.org/wiki/Guatemalan_broad-clawed_shrew	2144
323BC	62Q9W	Cryptotis hondurensis	species	false	Honduran small-eared shrew	Q282609	https://en.wikipedia.org/wiki/Honduran_small-eared_shrew	2144
323BH	62Q9W	Cryptotis meridensis	species	false	Merida Small-eared Shrew	Q1765979	https://en.wikipedia.org/wiki/Merida_small-eared_shrew	2144
323BJ	62Q9W	Cryptotis merriami	species	false	Merriam's small-eared shrew	Q1764777	https://en.wikipedia.org/wiki/Merriam%27s_small-eared_shrew	2144
323BM	62Q9W	Cryptotis nelsoni	species	false	Nelson's small-eared shrew	Q1764634	https://en.wikipedia.org/wiki/Nelson%27s_small-eared_shrew	2144
323BN	62Q9W	Cryptotis nigrescens	species	false	Blackish small-eared shrew	Q1765545	https://en.wikipedia.org/wiki/Blackish_small-eared_shrew	2144
323BT	62Q9W	Cryptotis peruviensis	species	false	Peruvian small-eared shrew	Q1769298	https://en.wikipedia.org/wiki/Peruvian_small-eared_shrew	2144
323BV	62Q9W	Cryptotis squamipes	species	false	Scaly-footed small-eared shrew	Q1766250	https://en.wikipedia.org/wiki/Scaly-footed_small-eared_shrew	2144
323BW	62Q9W	Cryptotis tamensis	species	false	Tamá small-eared shrew	Q1769700	https://en.wikipedia.org/wiki/Tam%C3%A1_small-eared_shrew	2144
323BX	62Q9W	Cryptotis thomasi	species	false	Thomas' small-eared shrew	Q1768568	https://en.wikipedia.org/wiki/Thomas%27s_small-eared_shrew	2144
323BY	62Q9W	Cryptotis tropicalis	species	false	Tropical small-eared shrew	Q1769695	https://en.wikipedia.org/wiki/Tropical_small-eared_shrew	2144
323CW	62Q9Y	Cryptotriton alvarezdeltoroi	species	false	Alvarez del Toro's hidden salamander	Q2212107	https://en.wikipedia.org/wiki/Alvarez_del_Toro%27s_hidden_salamander	2144
323CX	62Q9Y	Cryptotriton monzoni	species	false	Monzon's Hidden Salamander	Q383598	https://en.wikipedia.org/wiki/Cryptotriton_monzoni	2144
323CY	62Q9Y	Cryptotriton nasalis	species	false	Cortez' hidden salamander	Q2211508	https://en.wikipedia.org/wiki/Cortes_salamander	2144
323D2	62Q9Y	Cryptotriton sierraminensis	species	false	Sierra de las Minas hidden salamander	Q3005981	https://en.wikipedia.org/wiki/Sierra_de_las_Minas_hidden_salamander	2144
323D3	62Q9Y	Cryptotriton veraepacis	species	false	Baja Verepaz' salamander	Q2212499	https://en.wikipedia.org/wiki/Baja_Verapaz_salamander	2144
323KY	3WV6	Cryptoxilos thorpei	species	false	Cryptoxilos thorpei	Q2682070	https://en.wikipedia.org/wiki/Cryptoxilos_thorpei	1068
323MC	3WVF	Crypturellus atrocapillus	species	false	Black-capped Tinamou	Q1266435	https://en.wikipedia.org/wiki/Black-capped_tinamou	2144
323MD	3WVF	Crypturellus bartletti	species	false	Bartlett's Tinamou	Q790940	https://en.wikipedia.org/wiki/Bartlett%27s_tinamou	2144
323MF	3WVF	Crypturellus boucardi	species	false	Slaty-breasted Tinamou	Q1264425	https://en.wikipedia.org/wiki/Slaty-breasted_tinamou	2144
323MG	3WVF	Crypturellus brevirostris	species	false	Rusty Tinamou	Q1269697	https://en.wikipedia.org/wiki/Rusty_tinamou	2144
323MH	3WVF	Crypturellus casiquiare	species	false	Barred Tinamou	Q1151428	https://en.wikipedia.org/wiki/Barred_tinamou	2144
323MJ	3WVF	Crypturellus cinereus	species	false	Cinereous Tinamou	Q870092	https://en.wikipedia.org/wiki/Cinereous_tinamou	2144
323MK	3WVF	Crypturellus cinnamomeus	species	false	Thicket Tinamou	Q1017426	https://en.wikipedia.org/wiki/Thicket_tinamou	2144
323MM	3WVF	Crypturellus duidae	species	false	grey-legged tinamou	Q742093	https://en.wikipedia.org/wiki/Grey-legged_tinamou	2144
323MN	3WVF	Crypturellus erythropus	species	false	Red-legged Tinamou	Q1266282	https://en.wikipedia.org/wiki/Red-legged_tinamou	2144
323MP	3WVF	Crypturellus kerriae	species	false	Choco Tinamou	Q1265238	https://en.wikipedia.org/wiki/Choco_tinamou	2144
323MQ	3WVF	Crypturellus noctivagus	species	false	Yellow-legged Tinamou	Q1270229	https://en.wikipedia.org/wiki/Yellow-legged_tinamou	2144
323MR	3WVF	Crypturellus obsoletus	species	false	Brown Tinamou	Q843266	https://en.wikipedia.org/wiki/Brown_tinamou	2144
323MT	3WVF	Crypturellus parvirostris	species	false	Small-billed Tinamou	Q1265542	https://en.wikipedia.org/wiki/Small-billed_tinamou	2144
323MW	3WVF	Crypturellus soui	species	false	Little Tinamou	Q609761	https://en.wikipedia.org/wiki/Little_tinamou	2144
323MX	3WVF	Crypturellus strigulosus	species	false	Brazilian Tinamou	Q849184	https://en.wikipedia.org/wiki/Brazilian_tinamou	2144
323MY	3WVF	Crypturellus tataupa	species	false	Tataupa Tinamou	Q1264439	https://en.wikipedia.org/wiki/Tataupa_tinamou	2144
323MZ	3WVF	Crypturellus transfasciatus	species	false	Pale-browed Tinamou	Q870099	https://en.wikipedia.org/wiki/Pale-browed_tinamou	2144
323N2	3WVF	Crypturellus undulatus	species	false	Undulated Tinamou	Q510118	https://en.wikipedia.org/wiki/Undulated_tinamou	2144
323N3	3WVF	Crypturellus variegatus	species	false	Variegated Tinamou	Q1271939	https://en.wikipedia.org/wiki/Variegated_tinamou	2144
3245N	7P6XM	Csiromedusa medeopolis	species	false	Csiromedusa medeopolis	Q2297113	https://en.wikipedia.org/wiki/Csiromedusa	1112
324JM	8VWLM	Ctenisis phylanderi	species	false	Ctenisis phylanderi	Q14882771	https://en.wikipedia.org/wiki/Ctenisis_phylanderi	1204
324K4	8VRLT	Ctenisodes ocularis	species	false	Ctenisodes ocularis	Q14882736	https://en.wikipedia.org/wiki/Ctenisodes_ocularis	1204
324K5	8VRLT	Ctenisodes piceus	species	false	Ctenisodes piceus	Q14882732	https://en.wikipedia.org/wiki/Ctenisodes_piceus	1204
324K6	8VRLT	Ctenisodes pulvereus	species	false	Ctenisodes pulvereus	Q14882731	https://en.wikipedia.org/wiki/Ctenisodes_pulvereus	1204
325CH	3WYQ	Ctenochares bicolorus	species	false	Ctenochares bicolorus	Q13503291	https://en.wikipedia.org/wiki/Ctenochares_bicolorus	1068
325LM	3WZ4	Ctenocolletes albomarginatus	species	false	Ctenocolletes albomarginatus	Q2116152	https://en.wikipedia.org/wiki/Ctenocolletes_albomarginatus	2144
325LN	3WZ4	Ctenocolletes centralis	species	false	Ctenocolletes centralis	Q3115834	https://en.wikipedia.org/wiki/Ctenocolletes_centralis	2144
325LP	3WZ4	Ctenocolletes fulvescens	species	false	Ctenocolletes fulvescens	Q2191833	https://en.wikipedia.org/wiki/Ctenocolletes_fulvescens	2144
325LR	3WZ4	Ctenocolletes nicholsoni	species	false	Ctenocolletes nicholsoni	Q2399348	https://en.wikipedia.org/wiki/Ctenocolletes_nicholsoni	2144
325LS	3WZ4	Ctenocolletes nigricans	species	false	Ctenocolletes nigricans	Q2219107	https://en.wikipedia.org/wiki/Ctenocolletes_nigricans	2144
325LV	3WZ4	Ctenocolletes rufescens	species	false	Ctenocolletes rufescens	Q2929161	https://en.wikipedia.org/wiki/Ctenocolletes_rufescens	2144
325LW	3WZ4	Ctenocolletes smaragdinus	species	false	Ctenocolletes smaragdinus	Q2792716	https://en.wikipedia.org/wiki/Ctenocolletes_smaragdinus	2144
325LX	3WZ4	Ctenocolletes tigris	species	false	Ctenocolletes tigris	Q2777572	https://en.wikipedia.org/wiki/Ctenocolletes_tigris	2144
325LY	3WZ4	Ctenocolletes tricolor	species	false	Ctenocolletes tricolor	Q3048365	https://en.wikipedia.org/wiki/Ctenocolletes_tricolor	2144
325NT	3WZB	Ctenodactylus gundi	species	false	Common gundi	Q1028802	https://en.wikipedia.org/wiki/Common_gundi	2144
325NW	3WZB	Ctenodactylus vali	species	false	Val's gundi	Q301554	https://en.wikipedia.org/wiki/Val%27s_gundi	2144
325PV	BJ98L	Ctenodes decemmaculata	species	false	Ctenodes decemmaculata	Q5191655	https://en.wikipedia.org/wiki/Ctenodes_decemmaculata	1032
325PY	BJ98L	Ctenodes geniculata	species	false	Ctenodes geniculata	Q5191653	https://en.wikipedia.org/wiki/Ctenodes_geniculata	1032
325PZ	BJ98L	Ctenodes guianensis	species	false	Ctenodes guianensis	Q5191654	https://en.wikipedia.org/wiki/Ctenodes_guianensis	1032
325QP	BJ98L	Ctenodes zonata	species	false	Ctenodes zonata	Q5191656	https://en.wikipedia.org/wiki/Ctenodes_zonata	1032
325SV	8KWGZ	Ctenognathus novaezelandiae	species	false	Ctenognathus novaezelandiae	Q13503334	https://en.wikipedia.org/wiki/Ctenognathus_novaezelandiae	1146
325X	KGD	Archilochus	genus	false				2144
326	93	Craterostigmomorpha	order					1042
32637	8NQDQ	Ctenomorpha gargantua	species	false	Ctenomorpha gargantua	Q10462892	https://en.wikipedia.org/wiki/Ctenomorpha_gargantua	1050
3264H	62PXK	Ctenomys argentinus	species	false	Argentine tuco-tuco	Q303018	https://en.wikipedia.org/wiki/Argentine_tuco-tuco	2144
3264J	62PXK	Ctenomys australis	species	false	Southern tuco-tuco	Q305748	https://en.wikipedia.org/wiki/Southern_tuco-tuco	2144
3264K	62PXK	Ctenomys azarae	species	false	Azara's tuco-tuco	Q1766898	https://en.wikipedia.org/wiki/Azara%27s_tuco-tuco	2144
3264L	62PXK	Ctenomys bergi	species	false	Berg's tuco-tuco	Q10750977	https://en.wikipedia.org/wiki/Berg%27s_tuco-tuco	2144
3264M	62PXK	Ctenomys boliviensis	species	false	Bolivian tuco-tuco	Q305857	https://en.wikipedia.org/wiki/Bolivian_tuco-tuco	2144
3264N	62PXK	Ctenomys bonettoi	species	false	Bonetto's tuco-tuco	Q1762019	https://en.wikipedia.org/wiki/Bonetto%27s_tuco-tuco	2144
3264P	62PXK	Ctenomys brasiliensis	species	false	Brazilian tuco-tuco	Q302998	https://en.wikipedia.org/wiki/Brazilian_tuco-tuco	2144
3264S	62PXK	Ctenomys coludo	species	false	Puntilla tuco-tuco	Q1762991	https://en.wikipedia.org/wiki/Puntilla_tuco-tuco	2144
3264T	62PXK	Ctenomys conoveri	species	false	Conover's tuco-tuco	Q1761816	https://en.wikipedia.org/wiki/Conover%27s_tuco-tuco	2144
3264V	62PXK	Ctenomys dorbignyi	species	false	D'Orbigny's tuco-tuco	Q1761805	https://en.wikipedia.org/wiki/D%27Orbigny%27s_tuco-tuco	2144
3264W	62PXK	Ctenomys dorsalis	species	false	Chacoan tuco-tuco	Q938306	https://en.wikipedia.org/wiki/Chacoan_tuco-tuco	2144
3264X	62PXK	Ctenomys emilianus	species	false	Emily's tuco-tuco	Q1768683	https://en.wikipedia.org/wiki/Emily%27s_tuco-tuco	2144
3264Y	62PXK	Ctenomys famosus	species	false	Famatina tuco-tuco	Q1767329	https://en.wikipedia.org/wiki/Famatina_tuco-tuco	2144
3264Z	62PXK	Ctenomys flamarioni	species	false	Flamarion's tuco-tuco	Q1765606	https://en.wikipedia.org/wiki/Flamarion%27s_tuco-tuco	2144
32652	62PXK	Ctenomys fochi	species	false	Foch's tuco-tuco	Q1766419	https://en.wikipedia.org/wiki/Foch%27s_tuco-tuco	2144
32653	62PXK	Ctenomys fodax	species	false	Lago Blanco tuco-tuco	Q1767913	https://en.wikipedia.org/wiki/Lago_Blanco_tuco-tuco	2144
32654	62PXK	Ctenomys frater	species	false	reddish tuco-tuco	Q1770046	https://en.wikipedia.org/wiki/Reddish_tuco-tuco	2144
32655	62PXK	Ctenomys fulvus	species	false	Tawny tuco-tuco	Q665866	https://en.wikipedia.org/wiki/Tawny_tuco-tuco	2144
32656	62PXK	Ctenomys goodfellowi	species	false	Goodfellow's tuco-tuco	Q1767591	https://en.wikipedia.org/wiki/Goodfellow%27s_tuco-tuco	2144
32657	62PXK	Ctenomys haigi	species	false	Haig's tuco-tuco	Q304449	https://en.wikipedia.org/wiki/Haig%27s_tuco-tuco	2144
32658	62PXK	Ctenomys johannis	species	false	San Juan tuco-tuco	Q1762502	https://en.wikipedia.org/wiki/San_Juan_tuco-tuco	2144
32659	62PXK	Ctenomys juris	species	false	Jujuy tuco-tuco	Q1767334	https://en.wikipedia.org/wiki/Jujuy_tuco-tuco	2144
3265B	62PXK	Ctenomys lami	species	false	Lami tuco-tuco	Q1767339	https://en.wikipedia.org/wiki/Lami_tuco-tuco	2144
3265C	62PXK	Ctenomys latro	species	false	Mottled tuco-tuco	Q1763788	https://en.wikipedia.org/wiki/Mottled_tuco-tuco	2144
3265D	62PXK	Ctenomys leucodon	species	false	White-toothed tuco-tuco	Q1767016	https://en.wikipedia.org/wiki/White-toothed_tuco-tuco	2144
3265F	62PXK	Ctenomys magellanicus	species	false	Magellanic tuco-tuco	Q1769457	https://en.wikipedia.org/wiki/Magellanic_tuco-tuco	2144
3265G	62PXK	Ctenomys maulinus	species	false	Maule tuco-tuco	Q1761849	https://en.wikipedia.org/wiki/Maule_tuco-tuco	2144
3265H	62PXK	Ctenomys mendocinus	species	false	Mendoza tuco-tuco	Q309099	https://en.wikipedia.org/wiki/Mendoza_tuco-tuco	2144
3265J	62PXK	Ctenomys minutus	species	false	Tiny tuco-tuco	Q1769927	https://en.wikipedia.org/wiki/Tiny_tuco-tuco	2144
3265K	62PXK	Ctenomys nattereri	species	false	Natterer's tuco-tuco	Q6980347	https://en.wikipedia.org/wiki/Natterer%27s_tuco-tuco	2144
3265L	62PXK	Ctenomys occultus	species	false	Furtive tuco-tuco	Q1764947	https://en.wikipedia.org/wiki/Furtive_tuco-tuco	2144
3265M	62PXK	Ctenomys opimus	species	false	Highland tuco-tuco	Q1764835	https://en.wikipedia.org/wiki/Highland_tuco-tuco	2144
3265N	62PXK	Ctenomys osvaldoreigi	species	false	Reig's tuco-tuco	Q1764856	https://en.wikipedia.org/wiki/Reig%27s_tuco-tuco	2144
3265P	62PXK	Ctenomys pearsoni	species	false	Pearson's tuco-tuco	Q1770037	https://en.wikipedia.org/wiki/Pearson%27s_tuco-tuco	2144
3265Q	62PXK	Ctenomys perrensi	species	false	Goya tuco-tuco	Q1767892	https://en.wikipedia.org/wiki/Goya_tuco-tuco	2144
3265S	62PXK	Ctenomys peruanus	species	false	Peruvian tuco-tuco	Q1761376	https://en.wikipedia.org/wiki/Peruvian_tuco-tuco	2144
3265T	62PXK	Ctenomys pilarensis	species	false	Pilar tuco-tuco	Q1762664	https://en.wikipedia.org/wiki/Pilar_tuco-tuco	2144
3265V	62PXK	Ctenomys porteousi	species	false	Porteous's tuco-tuco	Q1769582	https://en.wikipedia.org/wiki/Porteous%27s_tuco-tuco	2144
3265W	62PXK	Ctenomys pundti	species	false	Pundt's tuco-tuco	Q1764085	https://en.wikipedia.org/wiki/Pundt%27s_tuco-tuco	2144
3265X	62PXK	Ctenomys rionegrensis	species	false	Ctenomys rionegrensis	Q1768507	https://en.wikipedia.org/wiki/Rio_Negro_tuco-tuco	2144
3265Y	62PXK	Ctenomys roigi	species	false	Roig's tuco-tuco	Q1768316	https://en.wikipedia.org/wiki/Roig%27s_tuco-tuco	2144
3265Z	62PXK	Ctenomys saltarius	species	false	Salta tuco-tuco	Q1770376	https://en.wikipedia.org/wiki/Salta_tuco-tuco	2144
32662	62PXK	Ctenomys scagliai	species	false	Scaglia's tuco-tuco	Q1767349	https://en.wikipedia.org/wiki/Scaglia%27s_tuco-tuco	2144
32663	62PXK	Ctenomys sericeus	species	false	Silky tuco-tuco	Q520350	https://en.wikipedia.org/wiki/Silky_tuco-tuco	2144
32664	62PXK	Ctenomys sociabilis	species	false	Social tuco-tuco	Q305710	https://en.wikipedia.org/wiki/Social_tuco-tuco	2144
32665	62PXK	Ctenomys steinbachi	species	false	Steinbach's tuco-tuco	Q305872	https://en.wikipedia.org/wiki/Steinbach%27s_tuco-tuco	2144
32667	62PXK	Ctenomys talarum	species	false	Talas tuco-tuco	Q305759	https://en.wikipedia.org/wiki/Talas_tuco-tuco	2144
32668	62PXK	Ctenomys torquatus	species	false	Collared tuco-tuco	Q305762	https://en.wikipedia.org/wiki/Collared_tuco-tuco	2144
32669	62PXK	Ctenomys tuconax	species	false	Robust tuco-tuco	Q305862	https://en.wikipedia.org/wiki/Robust_tuco-tuco	2144
3266B	62PXK	Ctenomys tulduco	species	false	Sierra Tontal tuco-tuco	Q1770419	https://en.wikipedia.org/wiki/Sierra_Tontal_tuco-tuco	2144
3266D	62PXK	Ctenomys viperinus	species	false	Vipos tuco-tuco	Q1769969	https://en.wikipedia.org/wiki/Vipos_tuco-tuco	2144
326J	62725	Archinemapogon	genus					1031
326KB	B8XQM	Ctenophthalmus pseudagyrtes	species	false	Ctenophthalmus pseudagyrtes	Q5191696	https://en.wikipedia.org/wiki/Ctenophthalmus_pseudagyrtes	54170
326ST	926BX	Ctenopseustis fraterna	species	false	Ctenopseustis fraterna	Q13503470	https://en.wikipedia.org/wiki/Ctenopseustis_fraterna	219318
326SW	926BX	Ctenopseustis obliquana	species	false	Ctenopseustis obliquana	Q5191720	https://en.wikipedia.org/wiki/Ctenopseustis_obliquana	219318
326SX	926BX	Ctenopseustis servana	species	false	Ctenopseustis servana	Q13503474	https://en.wikipedia.org/wiki/Ctenopseustis_servana	219318
327GN	8MLXY	Ctenostoma aeneum	species	false	Ctenostoma aeneum	Q13503494	https://en.wikipedia.org/wiki/Ctenostoma_aeneum	1146
327GP	8MLXY	Ctenostoma arnaudi	species	false	Ctenostoma arnaudi	Q13503500	https://en.wikipedia.org/wiki/Ctenostoma_arnaudi	1146
327GQ	8MLXY	Ctenostoma cayennense	species	false	Ctenostoma cayennense	Q13503517	https://en.wikipedia.org/wiki/Ctenostoma_cayennense	1146
327GR	8MLXY	Ctenostoma crudelum	species	false	Ctenostoma crudelum	Q13503523	https://en.wikipedia.org/wiki/Ctenostoma_crudelum	1146
327GS	8MLXY	Ctenostoma dormeri	species	false	Ctenostoma dormeri	Q13503530	https://en.wikipedia.org/wiki/Ctenostoma_dormeri	1146
327GT	8MLXY	Ctenostoma durantoni	species	false	Ctenostoma durantoni	Q13503531	https://en.wikipedia.org/wiki/Ctenostoma_durantoni	1146
327GV	8MLXY	Ctenostoma ecuadorense	species	false	Ctenostoma ecuadorense	Q13503536	https://en.wikipedia.org/wiki/Ctenostoma_ecuadorense	1146
327GW	8MLXY	Ctenostoma erwini	species	false	Ctenostoma erwini	Q13503538	https://en.wikipedia.org/wiki/Ctenostoma_erwini	1146
327GZ	8MLXY	Ctenostoma insigne	species	false	Ctenostoma insigne	Q13503558	https://en.wikipedia.org/wiki/Ctenostoma_insigne	1146
327H7	8MLXY	Ctenostoma longipalpe	species	false	Ctenostoma longipalpe	Q13503567	https://en.wikipedia.org/wiki/Ctenostoma_longipalpe	1146
327H8	8MLXY	Ctenostoma maculosum	species	false	Ctenostoma maculosum	Q13503572	https://en.wikipedia.org/wiki/Ctenostoma_maculosum	1146
327H9	8MLXY	Ctenostoma metallicum	species	false	Ctenostoma metallicum	Q13503574	https://en.wikipedia.org/wiki/Ctenostoma_metallicum	1146
327HB	8MLXY	Ctenostoma onorei	species	false	Ctenostoma onorei	Q13503584	https://en.wikipedia.org/wiki/Ctenostoma_onorei	1146
327HC	8MLXY	Ctenostoma ornatum	species	false	Ctenostoma ornatum	Q13503585	https://en.wikipedia.org/wiki/Ctenostoma_ornatum	1146
327HD	8MLXY	Ctenostoma panamense	species	false	Ctenostoma panamense	Q13503587	https://en.wikipedia.org/wiki/Ctenostoma_panamense	1146
327HG	8MLXY	Ctenostoma sallei	species	false	Ctenostoma sallei	Q13503604	https://en.wikipedia.org/wiki/Ctenostoma_sallei	1146
327HJ	8MLXY	Ctenostoma simile	species	false	Ctenostoma simile	Q13503607	https://en.wikipedia.org/wiki/Ctenostoma_simile	1146
327HK	8MLXY	Ctenostoma spinosum	species	false	Ctenostoma spinosum	Q13503609	https://en.wikipedia.org/wiki/Ctenostoma_spinosum	1146
327HL	8MLXY	Ctenostoma subtilesculptum	species	false	Ctenostoma subtilesculptum	Q13503610	https://en.wikipedia.org/wiki/Ctenostoma_subtilesculptum	1146
327HN	8MLXY	Ctenostoma trinidadense	species	false	Ctenostoma trinidadense	Q59571164	https://en.wikipedia.org/wiki/Ctenostoma_trinidadense	1146
327J4	3X4B	Ctenothrips bridwelli	species	false	Ctenothrips bridwelli	Q10463179	https://en.wikipedia.org/wiki/Ctenothrips_bridwelli	1203
327K6	3X4F	Ctenotrachelus shermani	species	false	Ctenotrachelus shermani	Q10463185	https://en.wikipedia.org/wiki/Ctenotrachelus_shermani	2144
3282M	926C9	Ctimene salamandra	species	false	Ctimene salamandra	Q13503784	https://en.wikipedia.org/wiki/Ctimene_salamandra	185410
3285Z	3X5M	Cubacanthozomus rowlandi	species	false	Cubacanthozomus rowlandi	Q3006654	https://en.wikipedia.org/wiki/Cubacanthozomus_rowlandi	2144
328BK	7NTYR	Cubaris murina	species	false	Cubaris murina	Q2461198	https://en.wikipedia.org/wiki/Cubaris_murina	1094
328CV	7NTYS	Cubaroides pilosus	species	false	Cubaroides pilosus	Q2038509	https://en.wikipedia.org/wiki/Cubaroides_pilosus	1094
328GX	3X6W	Cubidens unguiculatus	species	false	Cubidens unguiculatus	Q14869307	https://en.wikipedia.org/wiki/Cubidens_unguiculatus	1027
328GY	BJ98R	Cubilia albosetosa	species	false	Cubilia albosetosa	Q14835114	https://en.wikipedia.org/wiki/Cubilia_albosetosa	1032
328H4	BJ98R	Cubilia eichelbaumi	species	false	Cubilia eichelbaumi	Q14835108	https://en.wikipedia.org/wiki/Cubilia_eichelbaumi	1032
328H6	BJ98R	Cubilia fulva	species	false	Cubilia fulva	Q14835112	https://en.wikipedia.org/wiki/Cubilia_fulva	1032
328H7	BJ98R	Cubilia heathi	species	false	Cubilia heathi	Q14835111	https://en.wikipedia.org/wiki/Cubilia_heathi	1032
328H8	BJ98R	Cubilia nigricans	species	false	Cubilia nigricans	Q14835113	https://en.wikipedia.org/wiki/Cubilia_nigricans	1032
328H9	BJ98R	Cubilia obscura	species	false	Cubilia obscura	Q14835115	https://en.wikipedia.org/wiki/Cubilia_obscura	1032
328HB	BJ98R	Cubilia rufipennis	species	false	Cubilia rufipennis	Q14835109	https://en.wikipedia.org/wiki/Cubilia_rufipennis	1032
328HD	BJ98R	Cubilia smithi	species	false	Cubilia smithi	Q2228399	https://en.wikipedia.org/wiki/Cubilia_smithi	1032
328X	DX5	Archon	genus					1046
328Z	625MK	Archonias	genus					1046
3295	8V249	Archophileurus	genus	false				1027
329F4	3X8N	Cuculus poliocephalus	species	false	Lesser Cuckoo	Q495144	https://en.wikipedia.org/wiki/Lesser_cuckoo	2144
329F5	3X8N	Cuculus rochii	species	false	Madagascar Cuckoo	Q631863	https://en.wikipedia.org/wiki/Madagascar_cuckoo	2144
329F6	3X8N	Cuculus saturatus	species	false	Himalayan Cuckoo	Q1075576	https://en.wikipedia.org/wiki/Himalayan_cuckoo	2144
329F7	3X8N	Cuculus solitarius	species	false	Red-chested Cuckoo	Q639053	https://en.wikipedia.org/wiki/Red-chested_cuckoo	2144
329H	62725	Archyala	genus					1031
32BK	K3P	Arctictis	genus	false				2144
32BW	K4G	Arctocebus	genus	false				2144
32BY	DRR	Arctocephalus	genus	false				2144
32C4Y	62PYF	Culicivora caudacuta	species	false	Sharp-tailed Grass Tyrant	Q737221	https://en.wikipedia.org/wiki/Sharp-tailed_grass_tyrant	2144
32C5	KQY	Arctocorisa	genus	false				2144
32CG	K3P	Arctogalidia	genus	false				2144
32CH	623VL	Arctogeophilus	genus					1042
32D7	JVY	Arctonyx	genus	false				2144
32DPC	7P2L5	Culmenella jiraponi	species	false	Culmenella jiraponi	Q106294359	https://en.wikipedia.org/wiki/Culmenella_jiraponi	1130
32DPD	7P2L5	Culmenella lineata	species	false	Culmenella lineata	Q106294361	https://en.wikipedia.org/wiki/Culmenella_lineata	1130
32DPF	7P2L5	Culmenella rezvoji	species	false	Culmenella rezvoji	Q4847477	https://en.wikipedia.org/wiki/Culmenella_rezvoji	1130
32DPG	7P2L5	Culmenella subspinosa	species	false	Culmenella subspinosa	Q106294363	https://en.wikipedia.org/wiki/Culmenella_subspinosa	1130
32DPL	3XB2	Culoptila aluca	species	false	Culoptila aluca	Q2978373	https://en.wikipedia.org/wiki/Culoptila_aluca	2144
32DTP	8MQMZ	Cultus verticalis	species	false	Cultus verticalis	Q6385660	https://en.wikipedia.org/wiki/Cultus_verticalis	1065
32FH	6PB	Ardea	genus	false				2144
32FV	DRT	Ardeotis	genus	false				2144
32FZ5	926DB	Cuproxena argentina	species	false	Cuproxena argentina	Q13505638	https://en.wikipedia.org/wiki/Cuproxena_argentina	219318
32FZ8	926DB	Cuproxena bramiliana	species	false	Cuproxena bramiliana	Q13505644	https://en.wikipedia.org/wiki/Cuproxena_bramiliana	219318
32FZ9	926DB	Cuproxena cara	species	false	Cuproxena cara	Q13505645	https://en.wikipedia.org/wiki/Cuproxena_cara	219318
32FZB	926DB	Cuproxena cornuta	species	false	Cuproxena cornuta	Q13505647	https://en.wikipedia.org/wiki/Cuproxena_cornuta	219318
32FZC	926DB	Cuproxena duckworthorum	species	false	Cuproxena duckworthorum	Q13505648	https://en.wikipedia.org/wiki/Cuproxena_duckworthorum	219318
32FZD	926DB	Cuproxena elongana	species	false	Cuproxena elongana	Q13505649	https://en.wikipedia.org/wiki/Cuproxena_elongana	219318
32FZF	926DB	Cuproxena flintana	species	false	Cuproxena flintana	Q13505651	https://en.wikipedia.org/wiki/Cuproxena_flintana	219318
32FZG	926DB	Cuproxena flosculana	species	false	Cuproxena flosculana	Q13505652	https://en.wikipedia.org/wiki/Cuproxena_flosculana	219318
32FZH	926DB	Cuproxena hoffmanana	species	false	Cuproxena hoffmanana	Q13505655	https://en.wikipedia.org/wiki/Cuproxena_hoffmanana	219318
